id,name,localId,category,rarity,set_id,set_name,set_series,artist,illustrator,hp,types,stage,attack_count,attacks_json,weaknesses_json,resistances_json,retreat,regulation_mark,image_small,image_high,variants_json,cardmarket_url,cardmarket_updated_at,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_low_price,cardmarket_trend,cardmarket_reverse_holo_sell,cardmarket_reverse_holo_low,cardmarket_reverse_holo_trend,tcgplayer_updated_at,tcgplayer_prices_json,cardmarket_updated_at,cardmarket_avg,cardmarket_low,cardmarket_trend,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_avg_holo,cardmarket_low_holo,cardmarket_trend_holo,normal_market,reverse_market,holo_market,raw_estimate,ace8_estimate,ace9_estimate,ace10_estimate
sv05-001,Scyther,1,Pokemon,Common,sv05,Temporal Forces,,,Dsuke,90,Grass,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Cut Up"", ""damage"": 10}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Slashing Strike"", ""effect"": ""During your next turn, this Pok\u00e9mon can't use Slashing Strike."", ""damage"": 60}]",[],[],1,H,https://assets.tcgdex.net/en/sv/sv05/001/low.png,https://assets.tcgdex.net/en/sv/sv05/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.06,0.04,0.04,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.04,0.06,0.04,0.04,0.15,0.02,0.12,,,,0.04,,,
sv08-001,Exeggcute,1,Pokemon,Common,sv08,Surging Sparks,,,Tetsu Kayama,30,Grass,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Precocious Evolution"", ""effect"": ""If you go first, you can use this attack during your first turn. Search your deck for a card that evolves from this Pok\u00e9mon and put it onto this Pok\u00e9mon to evolve it. Then, shuffle your deck.""}]",[],[],1,H,https://assets.tcgdex.net/en/sv/sv08/001/low.png,https://assets.tcgdex.net/en/sv/sv08/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.04,0.03,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.04,0.04,0.03,0.16,0.02,0.17,,,,0.03,,,
mfb-1,Bulbasaur,1,Pokemon,None,mfb,My First Battle,,,Saya Tsuruta,70,Grass,Basic,2,"[{""cost"": [""Grass""], ""name"": ""Tackle"", ""damage"": 10}, {""cost"": [""Grass"", ""Grass""], ""name"": ""Vine Whip"", ""damage"": 30}]",[],[],0,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,4.5,3.91,3.63,1,3.66,,,,,{},2026-05-30T00:47:09.000Z,3.9,1,3.66,4.5,3.91,3.63,,,0,,,,3.63,,,
sv08.5-001,Exeggcute,1,Pokemon,Common,sv08.5,Prismatic Evolutions,,,Iori Suzuki,60,Grass,Basic,1,"[{""cost"": [""Grass"", ""Colorless""], ""name"": ""Ram"", ""damage"": 30}]",[],[],1,H,https://assets.tcgdex.net/en/sv/sv08.5/001/low.png,https://assets.tcgdex.net/en/sv/sv08.5/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.03,0.02,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.04,0.03,0.02,0.1,0.02,0.08,,,,0.02,,,
pl2-1,Arcanine,1,Pokemon,Rare Holo,pl2,Rising Rivals,,,Masakazu Fukuda,100,Fire,Stage1,2,"[{""cost"": [""Fire"", ""Colorless""], ""name"": ""Burn Out"", ""effect"": ""You may do 30 damage plus 30 more damage. If you do, Arcanine is now Burned."", ""damage"": ""30+""}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Flames of Rage"", ""effect"": ""Discard a Fire Energy attached to Arcanine. This attack does 60 damage plus 10 more damage for each damage counter on Arcanine."", ""damage"": ""60+""}]","[{""type"": ""Water"", ""value"": ""+20""}]",[],2,,https://assets.tcgdex.net/en/pl/pl2/1/low.png,https://assets.tcgdex.net/en/pl/pl2/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.89,7.33,6.59,0.98,8.67,,,,,{},2026-05-30T00:47:09.000Z,8.45,0.98,8.67,2.89,7.33,6.59,5.75,0.98,3.7,,,,6.59,,,
pl4-1,Charizard,1,Pokemon,Rare Holo,pl4,Arceus,,,Kagemaru Himeno,140,Fire,Stage2,2,"[{""cost"": [""Fire""], ""name"": ""Fire Wing"", ""damage"": 30}, {""cost"": [""Fire"", ""Fire"", ""Colorless""], ""name"": ""Burning Tail"", ""effect"": ""Discard a Fire Energy attached to Charizard."", ""damage"": 80}]","[{""type"": ""Water"", ""value"": ""+30""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",3,,https://assets.tcgdex.net/en/pl/pl4/1/low.png,https://assets.tcgdex.net/en/pl/pl4/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,8,25.72,44.67,4,27.08,,,,,{},2026-05-30T00:47:09.000Z,45.44,4,27.08,8,25.72,44.67,35.09,6.99,25.56,,,,44.67,,,
pl1-1,Ampharos,1,Pokemon,Rare Holo,pl1,Platinum,,,Atsuko Nishida,130,Lightning,Stage2,2,"[{""cost"": [""Lightning"", ""Colorless""], ""name"": ""Gigavolt"", ""effect"": ""Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, the Defending Pok\u00e9mon is now Paralyzed."", ""damage"": ""30+""}, {""cost"": [""Lightning"", ""Colorless"", ""Colorless""], ""name"": ""Reflect Energy"", ""effect"": ""Move an Energy card attached to Ampharos to 1 of your Benched Pok\u00e9mon."", ""damage"": 70}]","[{""type"": ""Fighting"", ""value"": ""+30""}]","[{""type"": ""Metal"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/pl/pl1/1/low.png,https://assets.tcgdex.net/en/pl/pl1/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.99,4.7,4.38,0.99,4.69,,,,,{},2026-05-30T00:47:09.000Z,3.73,0.99,4.69,2.99,4.7,4.38,5.04,1,4.03,,,,4.38,,,
pl3-1,Absol G,1,Pokemon,Rare Holo,pl3,Supreme Victors,,,Yusuke Ishikawa,70,Darkness,Basic,2,"[{""cost"": [""Darkness""], ""name"": ""Feint Attack"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon. This attack does 20 damage to that Pok\u00e9mon. This attack's damage isn't affected by Weakness, Resistance, Pok\u00e9-Powers, Pok\u00e9-Bodies, or any other effects on that Pok\u00e9mon.""}, {""cost"": [""Darkness"", ""Colorless"", ""Colorless""], ""name"": ""Doom News"", ""effect"": ""Return all Energy cards attached to Absol G to your hand. The Defending Pok\u00e9mon is Knocked Out at the end of your opponent's next turn.""}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/pl/pl3/1/low.png,https://assets.tcgdex.net/en/pl/pl3/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
ru1-1,Venusaur,1,Pokemon,None,ru1,Pokémon Rumble,,,,140,Grass,Stage2,1,"[{""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Giga Drain"", ""effect"": ""Remove from Venusaur the number of damage counters equal to the damage you did to the Defending Pok\u00e9mon."", ""damage"": 50}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],4,,https://assets.tcgdex.net/en/pl/ru1/1/low.png,https://assets.tcgdex.net/en/pl/ru1/1/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,125,122,70.56,55,107.5,,,,,{},2026-05-30T00:47:09.000Z,131.55,55,107.5,125,122,70.56,,100,11.03,,,,70.56,,,
dp4-1,Blaziken,1,Pokemon,Rare Holo,dp4,Great Encounters,,,Kagemaru Himeno,130,Fire,Stage2,2,"[{""cost"": [""Colorless""], ""name"": ""Fire Dance"", ""effect"": ""Search your discard pile for a Fire Energy card and attach it to 1 of your Pok\u00e9mon."", ""damage"": 30}, {""cost"": [""Fire"", ""Fire"", ""Colorless""], ""name"": ""Flame Kick"", ""effect"": ""Discard 2 Fire Energy attached to Blaziken. This attack does 80 damage to 1 of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)""}]","[{""type"": ""Water"", ""value"": ""+30""}]",[],1,,https://assets.tcgdex.net/en/dp/dp4/1/low.png,https://assets.tcgdex.net/en/dp/dp4/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.23,2.73,4.76,1,3.57,,,,,{},2026-05-30T00:47:09.000Z,5.03,1,3.57,2.23,2.73,4.76,5.16,1,5.6,,,,4.76,,,
dp6-1,Deoxys Normal Forme,1,Pokemon,Rare Holo,dp6,Legends Awakened,,,Kent Kanetsuna,90,Psychic,Basic,1,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Energy Crush"", ""effect"": ""Does 20 damage plus 10 more damage for each Energy attached to all of your opponent's Pok\u00e9mon."", ""damage"": ""20+""}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/dp/dp6/1/low.png,https://assets.tcgdex.net/en/dp/dp6/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.49,4.57,6.83,1.5,5.26,,,,,{},2026-05-30T00:47:09.000Z,4.77,1.5,5.26,2.49,4.57,6.83,4.25,1.5,4.74,,,,6.83,,,
dp2-1,Aggron,1,Pokemon,Rare Holo,dp2,Mysterious Treasures,,,Kouki Saitou,130,Metal,Stage2,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Heap Up"", ""effect"": ""Search your discard pile for all Energy cards and show them to your opponent. If you find any Metal Special Energy cards there, this attack does 40 damage plus 30 more damage. Put all of those Energy cards on top of your deck. Shuffle your deck afterward."", ""damage"": ""40+""}, {""cost"": [""Metal"", ""Metal"", ""Metal"", ""Metal""], ""name"": ""Hard Metal"", ""effect"": ""You may do 60 damage plus 40 more damage. If you do, Aggron does 40 damage to itself."", ""damage"": ""60+""}]","[{""type"": ""Fire"", ""value"": ""+40""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",4,,https://assets.tcgdex.net/en/dp/dp2/1/low.png,https://assets.tcgdex.net/en/dp/dp2/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,5,2.83,5.73,0.4,3.13,,,,,{},2026-05-30T00:47:09.000Z,2.9,0.4,3.13,5,2.83,5.73,3.72,0.4,8.23,,,,5.73,,,
dp5-1,Articuno,1,Pokemon,Rare Holo,dp5,Majestic Dawn,,,Masakazu Fukuda,100,Water,Basic,1,"[{""cost"": [""Water"", ""Water"", ""Colorless""], ""name"": ""Blizzard"", ""effect"": ""Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. If tails, this attack does 10 damage to each of your Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)"", ""damage"": 60}]","[{""type"": ""Metal"", ""value"": ""\u00d72""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/dp/dp5/1/low.png,https://assets.tcgdex.net/en/dp/dp5/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,3.5,10.85,8.8,2,9.33,,,,,{},2026-05-30T00:47:09.000Z,9.41,2,9.33,3.5,10.85,8.8,9.02,2,7.47,,,,8.8,,,
dp1-1,Dialga,1,Pokemon,Rare Holo,dp1,Diamond & Pearl,,,Nakaoka,90,Metal,Basic,2,"[{""cost"": [""Metal""], ""name"": ""Time Bellow"", ""effect"": ""Draw a card."", ""damage"": 10}, {""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Flash Cannon"", ""effect"": ""You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pok\u00e9mon and shuffle that card into your opponent's deck."", ""damage"": 40}]","[{""type"": ""Fire"", ""value"": ""+20""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/dp/dp1/1/low.png,https://assets.tcgdex.net/en/dp/dp1/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,22.5,14.38,7.4,0.99,10.36,,,,,{},2026-05-30T00:47:09.000Z,8.36,0.99,10.36,22.5,14.38,7.4,4.76,0.99,5.04,,,,7.4,,,
dp7-1,Dusknoir,1,Pokemon,Rare Holo,dp7,Stormfront,,,Mitsuhiro Arita,120,Psychic,Stage2,2,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Damage Even"", ""effect"": ""Count the number of damage counters on Dusknoir. Put that many damage counters on 1 of your opponent's Pok\u00e9mon.""}, {""cost"": [""Psychic"", ""Psychic"", ""Colorless""], ""name"": ""Night Spin"", ""effect"": ""Prevent all effects of an attack, including damage, done to Dusknoir by your opponent's Pok\u00e9mon that has 2 or less Energy attached to it during your opponent's next turn."", ""damage"": 50}]","[{""type"": ""Darkness"", ""value"": ""+30""}]","[{""type"": ""Colorless"", ""value"": ""-20""}]",3,,https://assets.tcgdex.net/en/dp/dp7/1/low.png,https://assets.tcgdex.net/en/dp/dp7/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,4.98,3.22,2.28,0.4,3.46,,,,,{},2026-05-30T00:47:09.000Z,2.81,0.4,3.46,4.98,3.22,2.28,2.18,0.55,2.41,,,,2.28,,,
dp3-1,Ampharos,1,Pokemon,Rare Holo,dp3,Secret Wonders,,,Kouki Saitou,130,Lightning,Stage2,1,"[{""cost"": [""Lightning"", ""Colorless"", ""Colorless""], ""name"": ""Cluster Bolt"", ""effect"": ""You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pok\u00e9mon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)"", ""damage"": 70}]","[{""type"": ""Fighting"", ""value"": ""+30""}]","[{""type"": ""Metal"", ""value"": ""-20""}]",3,,https://assets.tcgdex.net/en/dp/dp3/1/low.png,https://assets.tcgdex.net/en/dp/dp3/1/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,2.03,2.69,2.7,0.19,1.8,,,,,{},2026-05-30T00:47:09.000Z,2.24,0.19,1.8,2.03,2.69,2.7,2.47,0.5,4.4,,,,2.7,,,
tk-xy-su-1,Water Energy,1,Energy,Common,tk-xy-su,XY trainer Kit (Suicune),,,,,,,0,[],[],[],0,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-bw-z-1,Purrloin,1,Pokemon,None,tk-bw-z,BW trainer Kit (Zoroark),,,Kagemaru Himeno,60,Darkness,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Scratch"", ""damage"": 10}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Slash"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-n-1,Spoink,1,Pokemon,Common,tk-xy-n,XY trainer Kit (Noivern),,,,60,Psychic,Basic,0,[],"[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-p-1,Glameow,1,Pokemon,Common,tk-xy-p,XY trainer Kit (Pikachu Libre),,,,60,Colorless,Basic,0,[],"[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-sy-1,Fletchling,1,Pokemon,Common,tk-xy-sy,XY trainer Kit (Sylveon),,,,50,Colorless,Basic,0,[],"[{""type"": ""Lightning"", ""value"": ""\u00d72""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-ex-latia-1,Bagon,1,Pokemon,None,tk-ex-latia,EX trainer Kit (Latias),,,Ken Sugimori,40,Colorless,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Headbutt"", ""damage"": 10}, {""cost"": [""Fire"", ""Colorless""], ""name"": ""Flare"", ""damage"": 20}]",[],[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-ex-p-1,Beldum,1,Pokemon,None,tk-ex-p,EX trainer Kit 2 (Plusle),,,Kouki Saitou,50,Psychic,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Call for Family"", ""effect"": ""Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.""}, {""cost"": [""Psychic""], ""name"": ""Metal Ball"", ""effect"": ""Put 1 damage counter on the Defending Pok\u00e9mon.""}]","[{""type"": ""Psychic"", ""value"": ""2x""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-ex-latio-1,Electrike,1,Pokemon,None,tk-ex-latio,EX trainer Kit (Latios),,,Ken Sugimori,50,Lightning,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Headbutt"", ""damage"": 10}]","[{""type"": ""Fighting"", ""value"": ""2x""}]","[{""type"": ""Metal"", ""value"": ""-30""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-w-1,Swirlix,1,Pokemon,Common,tk-xy-w,XY trainer Kit (Wigglytuff),,,,60,Fairy,Basic,0,[],"[{""type"": ""Metal"", ""value"": ""\u00d72""}]","[{""type"": ""Darkness"", ""value"": ""-20""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-dp-l-1,Geodude,1,Pokemon,None,tk-dp-l,DP trainer Kit (Lucario),,,Ken Sudimori,60,Fighting,,1,"[{""cost"": [""Fighting""], ""name"": ""Stone Throw"", ""effect"": ""Choose 2 of your opponent's Benched Pok\u00e9mon. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)""}]","[{""type"": ""Grass"", ""value"": ""10+""}]","[{""type"": ""Lightning"", ""value"": ""-20""}]",2,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-b-1,Fletchling,1,Pokemon,Common,tk-xy-b,XY trainer Kit (Bisharp),,,,50,Colorless,Basic,0,[],"[{""type"": ""Lightning"", ""value"": ""\u00d72""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-dp-m-1,Buizel,1,Pokemon,None,tk-dp-m,DP trainer Kit (Manaphy),,,Ken Sugimori,60,Water,Basic,1,"[{""cost"": [""Water""], ""name"": ""Splash About"", ""effect"": ""If Buizel has less Energy attached to it than the Defending Pok\u00e9mon, this attack does 10 damage plus 10 more damage."", ""damage"": ""10+""}]","[{""type"": ""Lightning"", ""value"": ""10+""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-ex-m-1,Arcanine,1,Pokemon,None,tk-ex-m,EX trainer Kit 2 (Minun),,,Ken Sugimori,90,Fire,Stage1,2,"[{""cost"": [""Fire""], ""name"": ""Flare"", ""damage"": 20}, {""cost"": [""Fire"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Heat Tackle"", ""effect"": ""Arcanine does 10 damage to itself."", ""damage"": 70}]","[{""type"": ""Water"", ""value"": ""2x""}]",[],2,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-sm-l-1,Caterpie,1,Pokemon,Common,tk-sm-l,SM trainer Kit (Lycanroc),,,,50,Grass,Basic,0,[],"[{""type"": ""Fire"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-bw-e-1,Lillipup,1,Pokemon,None,tk-bw-e,BW trainer Kit (Excadrill),,,Mosakazu Fukuda,50,Colorless,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Pickup"", ""effect"": ""Put an Item card from your discard pile into your hand.""}, {""cost"": [""Colorless""], ""name"": ""Bite"", ""damage"": 10}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-latia-1,Grass Energy,1,Energy,Common,tk-xy-latia,XY trainer Kit (Latias),,,,,,,0,[],[],[],0,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
tk-xy-latio-1,Skitty,1,Pokemon,Common,tk-xy-latio,XY trainer Kit (Latios),,,,50,Colorless,Basic,0,[],"[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
gym2-1,Blaine's Arcanine,1,Pokemon,Rare Holo,gym2,Gym Challenge,,,Ken Sugimori,90,Fire,Stage1,2,"[{""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Heat Tackle"", ""effect"": ""Blaine's Arcanine does 10 damage to itself."", ""damage"": 40}, {""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""name"": ""Firestorm"", ""effect"": ""Discard 3 Energy cards attached to Blaine's Arcanine in order to use this attack."", ""damage"": 120}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/gym/gym2/1/low.png,https://assets.tcgdex.net/en/gym/gym2/1/high.png,"{""firstEdition"": true, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,12.99,116.49,85.89,19.9,154.17,,,,,{},2026-05-30T00:47:09.000Z,59.88,19.9,154.17,12.99,116.49,85.89,,,20.65,,,,85.89,130.34,,
sve-001,Grass Energy,1,Energy,Common,sve,Scarlet & Violet Energy,,,,,,,0,[],[],[],0,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
sv01-001,Pineco,1,Pokemon,Common,sv01,Scarlet & Violet,,,Shigenori Negishi,60,Grass,Basic,1,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Guard Press"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes 30 less damage from attacks (after applying Weakness and Resistance)."", ""damage"": 10}]",[],[],2,G,https://assets.tcgdex.net/en/sv/sv01/001/low.png,https://assets.tcgdex.net/en/sv/sv01/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.03,0.03,0.03,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.03,0.03,0.03,0.03,0.11,0.02,0.13,,,,0.03,,,
sv03.5-001,Bulbasaur,1,Pokemon,Common,sv03.5,151,,,Yuu Nishida,70,Grass,Basic,1,"[{""cost"": [""Grass"", ""Colorless""], ""name"": ""Leech Seed"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon."", ""damage"": 20}]",[],[],2,G,https://assets.tcgdex.net/en/sv/sv03.5/001/low.png,https://assets.tcgdex.net/en/sv/sv03.5/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.05,0.1,0.09,0.02,0.11,,,,,{},2026-05-30T00:47:09.000Z,0.09,0.02,0.11,0.05,0.1,0.09,0.28,0.02,0.25,,,,0.09,,,
sv02-001,Hoppip,1,Pokemon,Common,sv02,Paldea Evolved,,,Yukiko Baba,50,Grass,Basic,1,"[{""cost"": [""Grass""], ""name"": ""Splashing Dodge"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pok\u00e9mon."", ""damage"": 10}]",[],[],1,G,https://assets.tcgdex.net/en/sv/sv02/001/low.png,https://assets.tcgdex.net/en/sv/sv02/001/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.03,0.03,0.03,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.03,0.03,0.03,0.03,0.11,0.02,0.17,,,,0.03,,,
